title,release_date,runtime,genre/s,description,image,trailer,actors,director,writers
El profesional (Léon),"
7 de abril de 1995
",PT01H43M00S,"Crimen,Drama","Mientras hacia la compra, Matilda ve como asesinan a su familia por culpa de los negocios de contrabando de su padre. Se queda sin familia y decide refugiarse en casa de su vecino León, un insólito hombre del que pronto descubrirá que es asesino a sueldo. Entre ambos harán un pacto: la joven aparte de ser su asistenta le enseñará a leer; a cambio, él le dará un lugar donde quedarse y a su vez la enseñará a disparar para que se pueda vengarse de aquellas personas que acabaron con la vida de su familia...

Luc Besson ('3 Days to Kill', 'Brick Mansions') es el encargado de encabezar este proyecto tanto en el apartado de la dirección como del guion, llevando a cabo una historia que fue muy alabada por los fanáticos y puristas del mundo del séptimo arte. El reparto de la película está compuesto por actores de gran renombre internacional como Jean Reno ('Days and Nights', 'Avis de mistral'), Gary Oldman ('RoboCop', 'El amanecer del Planeta de los Simios') o una jovencísima Natalie Portman ('Thor: El mundo oscuro', 'Knight of Cups').",/movie_images/El profesional (Léon).jpg,https://www.sensacine.com/peliculas/pelicula-9684/trailer-19535921/,"Jean Reno,Gary Oldman,Natalie Portman,Danny Aiello",Luc Besson,Luc Besson
El nombre de la rosa,"
19 de diciembre de 1986
",PT02H11M00S,"Aventura,Drama,Suspense,Crimen","Fray Guillermo de Baskerville (Sean Connery) es un monje franciscano, antiguo inquisidor con una cultura desbordante. Su discípulo, el joven novicio Adso de Melk (Christian Slater) le admira más que a ningún hombre, y por eso narra esta historia, años después de que ocurra. La trama comienza en noviembre de 1327, cuando maestro y alumno llegan a una pequeña abadía benedictina del norte de Italia. Su viaje hasta ese lugar responde a un claro objetivo: resolver la muerte de un miniaturista en los muros de la abadía.Mientras permanecen en la abadía, otros monjes comienzan a desaparecer misteriosamente. Cuando poco después son encontrados muertos, el caso se complica. La investigación de Guillermo le conduce a descubrir que el motivo de las muertes es un viejo tratado sobre si la risa es lícita o no. Mientras que Guillermo investiga la biblioteca, Adso tendrá otros preocupaciones cuando conoce a una joven que no tardará en seducirlo. ¿Pero 1uién es el asesino? ¿De qué son culpables las víctimas asesinadas?",/movie_images/El nombre de la rosa.jpg,https://www.sensacine.com/peliculas/pelicula-2402/trailer-19514863/,"Sean Connery,Christian Slater,Helmut Qualtinger,Elya Baskin",Jean-Jacques Annaud,"Andrew Birkin,Gérard Brach,Howard Franklin,Alain Godard,Jean-Jacques Annaud,Umberto Eco"
Soy leyenda,"
19 de diciembre de 2007
",PT01H40M00S,Ciencia ficción,"Un científico militar llamado Robert Neville, interpretado por Will Smith, es el único hombre con vida tras la inevitable expansión de un terrorífico virus. Neville se ha salvado debido a su desconocida inmunidad al virus, pero no está solo. Hay personas que se infectaron por el virus y son ahora peligrosas criaturas mutantes que habitan en la noche. El científico huirá de ellos al ponerse el día, mientras que en las horas de sol los buscará para acabar con ellos durante sus horas de sueño. Cada día, manda mensajes radiofónicos con el fin de encontrar algún superviviente más. Al perder toda esperanza, es consciente de que la única solución es buscar un antídoto contra el virus utilizando su propia sangre. Soy leyenda está dirigida por Francis Lawrence (Constantine, Los juegos del hambre) y cuenta con un reparto formado por el ya mencionado Will Smith (Hombres de negro, En busca de la felicidad), Alice Braga (Ciudad de Dios), Charlie Tahan (Blue Jasmine), Salli Richardson-Whitfield, Willow Smith, Darrell Foster y April Grace, entre otros.",/movie_images/Soy leyenda.jpg,https://www.sensacine.com/peliculas/pelicula-105557/trailer-19360419/,"Will Smith,Alice Braga,Charlie Tahan,Salli Richardson",Francis Lawrence,"Akiva Goldsman,Mark Protosevich,Richard Matheson"
Creed II: La leyenda de Rocky,"
25 de enero de 2019
",PT02H10M00S,"Drama,Acción","Para Adonis Creed (Michael B. Jordan) la vida se ha convertido en un juego de equilibrio. El joven boxeador, hijo de Apollo Creed, debe repartir su tiempo entre sus obligaciones personales y su entrenamiento para su próxima gran pelea, en el que afrontará el gran reto de su vida. Además, el enfrentarse a un oponente vinculado con el pasado de su familia intensificará su inminente batalla en el ring. Eso sí, Rocky Balboa (Sylvester Stallone) estará a su lado, y juntos harán frente a ese legado compartido, lo que les llevará a preguntarse si merece la pena luchar por ello, al tiempo que descubren que nada importa más que la familia. Esta secuela de Creed. La leyenda de Rocky (2015), spin-off de la mítica saga Rocky, está dirigida por Steven Caple Jr. (The Land). Sus actores protagonistas son Michael B. Jordan (Black Panther) como Adonis Creed y Silvester Stallone (Guardianes de la galaxia Vol. 2) como el legendario Rocky Balboa. Repiten en sus papeles Tessa Thompson (Westworld) como Bianca, Phylicia Rashad (Empire) como Mary Anne y Wood Harris (Blade Runner 2049) como Tony 'Little Duke' Burton. Además el boxeador rumano Florian Munteanu dará vida a Viktor Drago y Dolph Lundgre (Arrow) regresará a la saga para dar vida a Ivan Drago.&amp;nbsp;",/movie_images/Creed II: La leyenda de Rocky.jpg,https://www.sensacine.com/peliculas/pelicula-244084/trailer-19559848/,"Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Phylicia Rashad",Steven Caple Jr.,"Sylvester Stallone,Ryan Coogler,Sylvester Stallone,Cheo Hodari Coker"
Casablanca,"
19 de diciembre de 1946
",PT01H42M00S,"Romántico,Drama","En la ciudad marroquí de Casablanca, Rick Blaine (Humphrey Bogart, 'La reina de África'), un ciudadano americano que ha sido expatriado, lleva el negocio del &quot;Café de Rick&quot;, un café en el que se reúnen los apatrias, los exiliados de la Francia ocupada por los nazis, gente corriente, oficiales del Reicht y ladrones.Un día, Ugarte, un ladrón conocido por Rick, se presenta en su bar llevando unos valiosos documentos que resultan ser salvoconductos, con los que cualquier persona podría llegar a Lisboa, el único puerto neutral durante la guerra que podría llevarles a Estados Unidos. Antes de poder venderlos es detenido por la policía, que manda Louis Renault, un oficial comprado a los nazis. Antes de desaparecer, Ugarte confía los documentos a Rick.La situación de Rick se complica en Casablanca al aparecer por su bar una antigua amante llamada Ilsa (Ingrid Bergman, 'Asesinato en el Orient Express'), quien le dejó en París por su marido, Victor Laszlo (Paul Henreid), que le acompaña en la ciudad. Laszlo resulta ser un líder de la resistencia checa que, conociendo que Rick tiene los salvoconductos, pretende hacerse con los dos. Cuando Louis detiene a Victor por un delito menor, Rick, jugando a dos bandas, le dice que le puede dejar libre por ese hurto, para así detenerle por tráfico de salvoconductos. Cuando Louis va a arrestar a Victor, Rick le apunta con una pistola, destapando su coartada. La película termina en un aeródromo, donde están Louis, Rick, Ilsa y Victor. Ilsa y Victor acaban subiendo al avión que los llevará lejos de Casablanca, en uno de los finales más recordados del cine. 'Casablanca' consiguió alzarse con el Oscar a la Mejor película en 1943.",/movie_images/Casablanca.jpg,https://www.sensacine.com/peliculas/pelicula-2645/trailer-19517388/,"Humphrey Bogart,Ingrid Bergman,Paul Henreid,Claude Rains",Michael Curtiz,"Julius J. Epstein,Philip G. Epstein,Howard Koch,Casey Robinson,Wally Kline,Aeneas Mackenzie,Joan Alison"
Pesadilla antes de Navidad 3D,"
21 de noviembre de 2008
",PT01H15M00S,"Animación,Fantasía,Musical","'Pesadilla antes de Navidad' vuelve, esta vez con una reedición en tres dimensiones.Jack Skellington, el rey de las calabazas y guía de Ciudad de Halloween, está cansado de celebrar todos los años la misma festividad. Un día, mientras pasea con su perro Zero, descubre la Ciudad de la Navidad, con la que queda maravillado. Así, para acabar con su aburrimiento, decide robar la fiesta navideña y llevarla a cabo.A pesar de los consejos de Sally, una muñeca de trapo enamorada en secreto de él, Jack decide llevar su plan a cabo. Para ello, el huesudo personaje recluta a Lock, Shock y Barrel, tres niños traviesos que le ayudarán a secuestrar a Santa Clavos.La alocada idea de Jack terminará por torcerse cuando el malvado Oogie Boogie se interponga en su camino.",/movie_images/Pesadilla antes de Navidad 3D.jpg,https://www.sensacine.com/peliculas/pelicula-140006/trailer-19413553/,,Henry Selick,"Tim Burton,Michael McDowell,Caroline Thompson,Tim Burton,Tim Burton"
Big Hero 6,"
19 de diciembre de 2014
",PT01H42M00S,"Aventura,Animación,Familia,Acción,Comedia","Hiro Hamada es un adolescente curioso al que le encanta la robótica. Acaba de perder a su hermano Tadashi cuando éste estaba a punto de destapar una peligrosa red criminal encabezada por el misterioso Yokai, un villano enmascarado. Para llenar su pérdida se apoya en Baymax, un enorme robot bonachón creado por su añorado hermano, que pronto se convierte en su mejor amigo. Juntos, reúnen a los amigos de Tadashi y, convertidos en auténticos superhérores, forman un equipo para intentar derrotar a los delincuentes y acabar con el peligroso villano que sueña con destruir la tecnológica ciudad de San Fransokyo. Big Hero 6 está basada en los comics de acción y aventuras de Steven T. Seagle y Duncan Rouleau. La adaptación cinematográfica ha sido dirigida por Don Hall, guionista de Tarzán y Tiana y el sapo.",/movie_images/Big Hero 6.jpg,https://www.sensacine.com/peliculas/pelicula-209529/trailer-19539434/,,"Don Hall,Chris Williams (II)","Jordan Roberts,Robert L. Baird,Daniel Gerson,Duncan Rouleau,Steven T. Seagle,Philippe Videcoq"
Vaiana,"
2 de diciembre de 2016
",PT01H47M00S,"Animación,Familia","Hace miles de años los mejores marineros del mundo viajaban a lo largo del océano Pacífico descubriendo nuevas islas, pero un buen día sus viajes cesaron y aún nadie ha descubierto porqué. Vaiana, una joven apasionada e intrépida que siente un fuerte vínculo con el mar, es la hija adolescente del líder de una tribu que habita las islas del Pacífico Sur. Ella está dispuesta a resolver el misterio sobre sus antepasados. Siguiendo el consejo de su abuela, la joven decide hacer oídos sordos a la prohibición de su padre de permanecer en la isla, y se lanza a los confines del Océano en compañía de su mascota, un torpe gallo de nombre Heihei. En su camino se encontrarán con Maui, un semidiós que cuenta con un anzuelo mágico, que le da la habilidad de cambiar de forma. Juntos vivirán una gran aventura en la que se enfrentarán a feroces criaturas en una misión casi imposible que les llevará a cruzar el mar abierto, encontrando a su paso mucha acción, enormes animales marinos, submundos sorprendentes y culturas antiguas. Película de animación dirigida por Ron Clements y John Musker, directores de La sirenita (1989), Aladdin (1992), Hércules (1997) o Tiana y el sapo (2009). En la versión original del film, Dwayne Johnson (Un espía y medio, Fast &amp;amp; Furious 7) pone voz a Maui y Auli'i Cravalho, se estrena poniendo voz a la protagonista. Además, cuenta también con Jemaine Clement (Lo que hacemos en las sombras) como el cangrejo Tamatoa, Alan Tudyk (Trumbo: la lista negra de Hollywood) como Heihei, Rachel House (La criatura perfecta) dando vida a la abuela Tala y Temuera Morrison (Linterna Verde) y Nicole Scherzinger (Men in Black 3) como los padres de Vaiana.",/movie_images/Vaiana.jpg,https://www.sensacine.com/peliculas/pelicula-225958/trailer-19549526/,,"John Musker,Ron Clements",Jared Bush
La dama y el vagabundo,"
21 de abril de 1957
",PT01H15M00S,"Animación,Familia,Comedia musical","La vida de la cocker spaniel Reina ha sido una plácida sucesión de días, meses y años gracias a los mimos y cuidados constantes a los que la sometían sus dueños, una pareja de clase alta que solía beber los vientos por su mascota. Sin embargo, la llegada de un bebé al hogar familiar hace que Reina pase a un segundo plano en las atenciones de sus dueños. Además, también acarrea las visitas constantes de la tía Sara y sus dos malvados gatos siameses para ejercer de canguro. Para escapar de este desagradable cambio en su vida, Reina empieza a juntarse con Golfo, un perro callejero que conoció una vez. Golfo vive en la calle libre, sin preocupaciones, yendo adonde quiere y cuando quiere, y es reconocido entre su círculo de amigos como el más hábil a la hora de escapar del furgón de la perrera municipal. Pero también tiene fama de mujeriego y, cuando Dama y él se enamoran, sus tan diferentes estilos de vida chocarán, haciendo complicado que su idilio llegue a buen puerto, y provocando que tanto uno como otro se replanteen la vida que habían llevado hasta ahora.",/movie_images/La dama y el vagabundo.jpg,https://www.sensacine.com/peliculas/pelicula-139/trailer-19543763/,,"Hamilton Luske,Clyde Geronimi,Wilfred Jackson","Erdman Penner,Ward Greene,Joe Rinaldi,Ralph Wright,Don Da Gradi"
El lobo de Wall Street,"
17 de enero de 2014
",PT02H59M00S,"Biografía,Drama","Jordan Belfort (Leonardo DiCaprio, 'J. Edgar') es muy joven, apenas tiene 24 años, pero también es muy ambicioso. Su afán por hacer dinero le lleva a convertirse en un bróker destacado de Wall Street y directivo de la empresa de inversiones bursátiles Stratton Oakmont, dispuesto a todo para enriquecerse.

Corren los años 90 y en el parqué de Nueva York casi todo vale. A costa de traficar con bonos basura y de estafar a numerosos inversores, Belfort se convierte pronto en una máquina de hacer dinero, y también de gastarlo. En un día podrá engordar sus cuentas con millones de dólares y gastarlos por la noche a la misma velocidad. El juego sucio que lleva en la bolsa lo aplica también en su vida extra profesional. Drogas, prostitutas, caprichos de lujo elevadamente caros… Todo vale en la vida de excesos de este personaje, el lobo de Wall Street, que está inspirado en una vida real, de carne y hueso.

Martin Scorsese ('La invención de Hugo') se pone al mando de la dirección de este film, que es una adaptación de la autobiografía de Jordan Belfort, un bróker americano. Como protagonistas cuenta con un elenco selecto formado por Leonardo DiCaprio, en el papel de Jordan, Jonah Hill ('Infiltrados en clase'), Kyle Chandler ('Super 8') y el recientemente oscarizado Jean Dujardin ('The Artist').",/movie_images/El lobo de Wall Street.jpg,https://www.sensacine.com/peliculas/pelicula-127524/trailer-19537104/,"Leonardo DiCaprio,Jonah Hill,Margot Robbie,Matthew McConaughey",Martin Scorsese,"Terence Winter,Jordan Belfort (II)"
